Time[s]	TachographVehicleSpeed	AcceleratorPedalAPPosition1	BrakePedalPosition	CurrentGear	EngineSpeed	ActualEnginePercentTorque[percent]	D_FuelRate	EngineFuelRate	EngineCoolantTemperature	EngineOilTemperature[Celsius]	AmbientAirTemp[C]	HRVD_I_TotalVehiclDistancHighRes[m]	GPS_Altitude[m]	GPS_Latitude[deg_per_bit]	GPS_Longitude[deg_per_bit]	D_AxleWeight[kg]
1702	28,09765625	64	102	3	1046,625	51	378	22,4	88	95,40625	25,8125	139915840	906,25	-25,4390795	-49,2704614	5903
1703	28,59765625	62,4	102	3	1066,625	46	338	20,05	88	95,40625	25,8125	139915840	906,5	-25,4391076	-49,2705271	5384
1704	29	61,6	0	3	1087	46	338	20,05	88	95,40625	25,8125	139915840	906,5	-25,4391076	-49,2705271	7295
1705	29,59765625	65,2	102	3	1102	52	362	21,45	88	95,40625	25,59375	139915870	904,75	-25,4391677	-49,2706703	6040
1706	30,19921875	66,8	102	3	1124,125	51	394	23,35	88	95,40625	25,59375	139915870	904,75	-25,4391677	-49,2706703	5744
1707	30,8984375	75,6	102	3	1170,375	69	484	28,7	88	95,40625	25,59375	139915880	904,5	-25,4392242	-49,2708196	5517
1708	31,69921875	72,8	0	3	1181,25	64	507	30,1	88	95,40625	25,59375	139915880	905	-25,4392242	-49,2708196	7730
1709	32,69921875	75,2	0	3	1214	67	557	33,05	88	95,25	25,59375	139915895	904,875	-25,4392949	-49,2709687	6162
1710	33,3984375	72,8	0	3	1233,25	62	530	31,45	88	95,25	25,59375	139915895	904,75	-25,4393363	-49,2710386	5742
1711	34,3984375	80,8	0	3	1282,375	72	637	37,8	88	95,25	25,59375	139915925	905,5	-25,4393697	-49,2711152	5562
1712	36,09765625	82,4	0	3	1346,375	83	763	45,3	88	95,25	25,59375	139915925	905,5	-25,4393697	-49,2711152	7663
1713	37,3984375	85,2	102	3	1329,625	61	583	34,6	88	95,25	25,59375	139915925	905,5	-25,43941	-49,271198	6105
1714	38,09765625	86,4	102	4	1045	92	706	41,9	89	95,25	25,59375	139915945	906,25	-25,43941	-49,271198	5814
1715	39,09765625	89,2	102	4	1076,75	95	742	44,05	89	95,25	25,59375	139915945	906,25	-25,439474	-49,2713613	5715
1716	40,5	83,6	0	4	1112,125	94	764	45,35	89	95,40625	25,5	139915975	905,5	-25,439474	-49,2713613	7195
1717	41,5	75,6	0	4	1136,75	77	675	40,05	89	95,40625	25,5	139915975	906,375	-25,439474	-49,2713613	6009
1718	41,8984375	74,8	102	4	1151,125	69	591	35,05	89	95,40625	25,5	139916000	908,625	-25,439558	-49,2716691	5592
1719	41,796875	57,6	102	4	1160,375	35	256	15,2	89	95,40625	25,5	139916000	909,5	-25,439635	-49,2718791	5639
1720	41,796875	62,8	102	4	1133,875	43	264	15,65	89	95,40625	25,5	139916010	909,5	-25,439635	-49,2718791	7419
1721	41,3984375	69,2	102	4	1127,375	58	528	31,35	89	95,40625	25,5	139916010	908,625	-25,4397103	-49,2720898	6134
1722	41	62,8	0	4	1120	44	313	18,55	89	95,40625	25,5	139916010	908,625	-25,4397103	-49,2720898	5703
1723	40,69921875	62,8	0	4	1111	46	396	23,5	89	95,40625	25,5	139916055	910	-25,4397559	-49,2721884	5409
1724	39,8984375	47,2	0	4	1090	23	175	10,35	89	95,40625	25,5	139916055	910,625	-25,4398273	-49,2723931	7819
1725	38,8984375	51,6	102	4	1064,75	29	204	12,1	90	95,40625	25,3125	139916065	910,625	-25,4398273	-49,2723931	6107
1726	38,09765625	52,4	0	4	1041,625	31	226	13,4	90	95,40625	25,3125	139916065	912,75	-25,4398934	-49,2726017	5924
1727	37,3984375	52,4	0	4	1017,5	32	230	13,65	90	95,6875	25,3125	139916100	912,75	-25,4398934	-49,2726017	5575
1728	36,59765625	52,8	102	4	998,75	33	240	14,25	90	95,6875	25,3125	139916100	913	-25,4398934	-49,2726017	7563
1729	36	54,4	0	4	983,625	37	218	12,9	90	95,6875	25,3125	139916100	913,75	-25,4399268	-49,2727055	6051
1730	35,3984375	46,4	0	4	964,125	27	273	16,2	90	95,6875	25,3125	139916120	913,75	-25,4399654	-49,2728032	5660
1731	34,5	50,4	102	4	943,375	32	213	12,6	90	95,6875	25,3125	139916120	914,875	-25,4399654	-49,2728032	5550
1732	33,69921875	52	102	4	922,25	36	229	13,55	90	95,6875	25,3125	139916140	914,875	-25,4401223	-49,2731665	7708
1733	33,19921875	56	102	4	906,5	43	277	16,4	90	95,8125	25,3125	139916140	916,75	-25,4401579	-49,2732476	6083
1734	32,296875	60	102	4	1390,875	28	266	15,75	90	95,8125	25,3125	139916140	916,75	-25,4401579	-49,2732476	5684
1735	31,796875	58,8	0	3	1181,625	34	277	16,4	90	95,8125	25,3125	139916170	917,875	-25,4401888	-49,2733334	5384
1736	31,296875	60	0	3	1162,375	37	294	17,45	90	95,8125	25,3125	139916170	920,25	-25,4402211	-49,2734165	7686
1737	30,796875	59,2	0	3	1145,5	37	292	17,3	90	95,8125	25,3125	139916185	919,5	-25,4402794	-49,2735764	6113
1738	30,3984375	59,2	102	3	1132,875	37	285	16,9	90	95,8125	25,3125	139916185	919,5	-25,4402794	-49,2735764	5815
1739	30	58	0	3	1115,875	37	283	16,8	90	96,09375	25,3125	139916195	918,375	-25,4403411	-49,273727	5422
1740	29,69921875	58	0	3	1104,25	36	275	16,3	90	96,09375	25,3125	139916195	918,75	-25,4403663	-49,273797	7552
1741	29,296875	56,8	0	3	1089,75	36	265	15,7	90	96,09375	25,3125	139916220	918,75	-25,4403663	-49,273797	6062
1742	28,8984375	56,8	0	3	1075,5	36	269	15,95	90	96,09375	25,3125	139916220	919,125	-25,4403663	-49,273797	5770
1743	28,59765625	56,8	102	3	1064,5	37	270	16	90	96,09375	25,3125	139916220	919,5	-25,4404008	-49,2738734	5499
1744	28,19921875	57,2	102	3	1050,875	37	268	15,9	90	96,09375	25,3125	139916235	919,5	-25,4404275	-49,2739467	7820
1745	28	60,8	102	3	1043,625	43	309	18,3	90	96,09375	25,3125	139916235	920	-25,4404275	-49,2739467	6136
1746	28,09765625	63,6	102	3	1046,125	50	359	21,3	90	96,09375	25,3125	139916260	920,5	-25,4405119	-49,2741648	5881
1747	28,09765625	63,2	102	3	1045,5	48	346	20,5	91	96,09375	25,3125	139916260	921,25	-25,4405456	-49,2743111	5422
1748	28,09765625	62	0	3	1045,375	46	331	19,65	91	96,09375	25,3125	139916275	921,375	-25,4405709	-49,2743825	7630
1749	28	62,8	0	3	1039,625	47	339	20,1	91	96,09375	25,3125	139916275	922	-25,4405709	-49,2743825	6090
1750	27,8984375	63,2	102	3	1038,625	49	347	20,6	91	96,5	25,3125	139916290	923,125	-25,4406293	-49,2745295	5879
1751	27,8984375	62	102	3	1040,25	45	325	19,25	91	96,5	25,3125	139916290	923,125	-25,4406293	-49,2745295	5371
1752	27,796875	61,2	102	3	1035,5	44	319	18,9	91	96,5	25,3125	139916315	923,75	-25,440667	-49,2746676	7540
1753	27,69921875	62	0	3	1030,5	47	333	19,75	91	96,5	25,3125	139916315	923,75	-25,440667	-49,2746676	6051
1754	27,59765625	62	0	3	1025,125	44	321	19,05	91	96,65625	25,3125	139916315	923,75	-25,4406955	-49,2747305	5748
1755	27,5	60,8	0	3	1024,5	45	317	18,8	91	96,65625	25,3125	139916320	925	-25,4407566	-49,274875	5435
1756	27,5	62	0	3	1023	46	321	19,05	91	96,65625	25,3125	139916320	925	-25,4407566	-49,274875	7719
1757	27,296875	60,4	0	3	1011,875	45	266	15,75	91	96,65625	25,3125	139916355	926,125	-25,4408273	-49,275008	6081
1758	27,19921875	58,4	102	3	1011,25	40	285	16,9	91	96,65625	25,3125	139916355	928,375	-25,4408273	-49,275008	5856
1759	27	47,6	102	3	1000,625	12	267	15,85	91	96,65625	25,3125	139916360	928,75	-25,4408636	-49,2751549	5499
1760	26,3984375	44,8	0	3	980,5	28	183	10,85	91	96,65625	25,3125	139916360	928,75	-25,4408636	-49,2751549	7419
1761	25,69921875	52	0	3	958,125	35	205	12,15	91	96,65625	25,3125	139916375	928,625	-25,4409229	-49,2752221	6045
1762	25,796875	56,4	102	3	960,125	36	279	16,55	91	96,65625	25,3125	139916375	928,5	-25,4409494	-49,2753514	5748
1763	25,69921875	59,2	102	3	957,375	45	296	17,55	91	96,65625	25,3125	139916375	930,375	-25,4409494	-49,2753514	5371
1764	26,09765625	62,4	102	3	971,375	51	354	21	91	96,65625	25,09375	139916395	930,375	-25,4409667	-49,2754163	7384
1765	26,3984375	62,8	102	3	980,875	49	329	19,5	91	96,65625	25,09375	139916395	931,125	-25,4410225	-49,2755426	6132
1766	26,59765625	50	102	3	988,875	37	264	15,65	91	96,65625	25,09375	139916410	932	-25,4410225	-49,2755426	5636
1767	26,69921875	58,4	0	3	995,25	41	282	16,7	91	96,9375	25,09375	139916410	932,375	-25,4410615	-49,2756739	5651
1768	26,8984375	62	0	3	1000	48	325	19,25	91	96,9375	25,09375	139916435	932,375	-25,4410615	-49,2756739	7831
1769	27,09765625	60,8	0	3	1009,5	43	310	18,4	91	96,9375	25,09375	139916435	932,375	-25,4410835	-49,2757416	6120
1770	27,19921875	60	102	3	1010,125	43	300	17,8	91	96,9375	25,09375	139916450	932,625	-25,4411084	-49,2758088	5776
1771	27,3984375	58,4	102	3	1019,125	42	299	17,75	91	96,9375	25,09375	139916450	932	-25,4411084	-49,2758088	5460
1772	27,5	60,8	102	3	1019,625	46	311	18,45	92	96,9375	25,09375	139916450	932	-25,4411365	-49,2758797	7832
1773	27,69921875	60,8	0	3	1030,125	44	316	18,75	92	96,9375	25,09375	139916455	931,5	-25,4412275	-49,2761612	6072
1774	27,796875	60,8	0	3	1034,625	43	309	18,3	92	96,9375	25,09375	139916455	931,5	-25,4412275	-49,2761612	5795
1775	28	57,6	102	3	1042,5	40	296	17,55	92	96,9375	25,09375	139916480	933	-25,4412513	-49,2762282	5588
1776	27,796875	46,8	102	3	1031,25	31	215	12,75	92	96,9375	25,09375	139916480	933	-25,4412871	-49,276304	7697
1777	27,09765625	0	102	3	992,875	5	72	4,25	92	96,9375	25,09375	139916495	934	-25,4413129	-49,2763763	6106
1778	25,59765625	0	102	3	952	0	0	0	92	96,9375	25,09375	139916495	934,625	-25,4413437	-49,2764526	5726
1779	24,19921875	0	0	3	900,375	0	0	0	92	96,9375	25,3125	139916510	934,625	-25,4413437	-49,2764526	5690
1780	23,09765625	0	0	3	780,875	0	0	0	92	96,9375	25,3125	139916510	935	-25,4414029	-49,2765934	8177
1781	21,59765625	0	102	2	1089,875	0	0	0	92	96,9375	25,3125	139916530	934,5	-25,4414029	-49,2765934	6089
1782	19,8984375	23,2	102	2	1003,125	2	8	0,45	92	97,21875	25,3125	139916530	934,5	-25,4414532	-49,2767109	5770
1783	18,69921875	22,4	0	2	945,625	3	18	1,05	92	97,21875	25,3125	139916530	934,5	-25,4414532	-49,2767109	5550
1784	17,296875	4,4	0	2	875,375	0	0	0	92	97,21875	25,3125	139916540	935,5	-25,441504	-49,2767902	7508
1785	15,8984375	9,2	0	2	801,75	0	0	0	92	97,21875	25,3125	139916540	935,5	-25,441504	-49,2767902	6097
1786	14,8984375	19,6	0	2	725,25	5	36	2,1	92	97,21875	25,09375	139916555	935,875	-25,4415403	-49,2768726	5616
1787	13,59765625	22	0	1	677,75	8	37	2,15	92	97,21875	25,09375	139916555	935,875	-25,4415403	-49,2768726	5613
1788	12,3984375	11,2	0	1	610,375	6	24	1,4	92	97,21875	25,09375	139916560	936,25	-25,4415492	-49,2769128	7607
1789	11,5	36,8	0	1	681,75	23	80	4,75	92	97,34375	25,09375	139916560	935,875	-25,4415673	-49,2769868	6075
1790	10,69921875	36,4	0	1	802,375	19	109	6,45	92	97,34375	25,3125	139916570	935,875	-25,4415673	-49,2769868	5772
1791	10,19921875	35,6	102	1	792,375	19	101	5,95	92	97,34375	25,3125	139916570	938,125	-25,4415809	-49,2770586	5384
1792	9,69921875	35,2	0	1	778,125	19	101	5,95	92	97,34375	25,3125	139916570	938,125	-25,4415996	-49,2771019	7541
1793	9,09765625	15,2	0	1	676,375	18	39	2,3	92	97,34375	25,3125	139916575	938,125	-25,4415996	-49,2771019	6112
1794	8,296875	0	102	1	603,75	14	54	3,2	92	97,34375	25,3125	139916575	939	-25,4415996	-49,2771019	5835
1795	7,69921875	0	18	1	598,625	16	61	3,6	92	97,34375	25,3125	139916580	939,625	-25,4416138	-49,2771258	5550
1796	6,59765625	0	21,6	1	611,875	8	34	2	92	97,34375	25,3125	139916580	939,375	-25,4416276	-49,277148	7552
1797	4,8984375	0	28,8	1	596,25	10	40	2,35	92	97,34375	25,3125	139916590	939,375	-25,4416378	-49,2771682	6083
1798	2,5	0	20,8	1	601	10	39	2,3	92	97,34375	25,3125	139916590	938	-25,4416474	-49,2771866	5832
1799	1,5	0	21,6	1	599,625	10	38	2,25	92	97,34375	25,3125	139916590	937,875	-25,4416474	-49,2771866	5460
1800	0,3984375	0	26,8	1	602,125	10	39	2,3	92	97,34375	25,3125	139916590	938	-25,4416574	-49,2772043	7563
1801	0,3984375	0	34	1	601,375	9	38	2,25	92	97,34375	25,40625	139916590	938	-25,4416636	-49,2772189	6091
1802	0	0	33,6	1	601,125	9	38	2,25	92	97,34375	25,40625	139916590	939,25	-25,4416636	-49,2772189	5814
1803	0	0	33,6	1	600,375	10	38	2,25	92	97,34375	25,40625	139916590	939,25	-25,4416129	-49,2772092	5460
1804	0	0	33,6	1	599,875	10	39	2,3	92	97,625	25,40625	139916590	939,5	-25,4416129	-49,2772092	7597
1805	0	0	33,6	1	601,25	9	37	2,15	92	97,625	25,40625	139916590	939,5	-25,4416129	-49,2772092	6091
1806	0	0	33,6	1	600,875	10	39	2,3	92	97,625	25,5	139916590	939	-25,4416129	-49,2772092	5814
1807	0	0	33,6	1	599,5	10	38	2,25	92	97,625	25,5	139916590	940	-25,4416129	-49,2772092	5460
1808	0	0	33,2	1	602,5	9	38	2,25	92	97,625	25,5	139916590	941,125	-25,4416129	-49,2772092	7597
1809	0	0	33,2	1	598,625	10	39	2,3	92	97,625	25,5	139916590	942	-25,4416129	-49,2772092	6091
1810	0	0	33,2	1	601	10	38	2,25	92	97,625	25,5	139916590	943,125	-25,4416129	-49,2772092	5814
1811	0	0	33,2	1	600,375	10	39	2,3	92	97,625	25,5	139916590	944,125	-25,4416129	-49,2772092	5460
1812	0	0	33,2	1	601,5	9	38	2,25	92	97,625	25,5	139916590	945,125	-25,4416132	-49,2772086	7597
1813	0	0	102	1	600,125	10	38	2,25	92	97,625	25,5	139916590	945,125	-25,4416138	-49,277208	6091
1814	0	0	102	1	600	10	39	2,3	92	97,625	25,59375	139916590	945,125	-25,4416138	-49,277208	5814
1815	0	0	33,2	1	600,5	10	38	2,25	92	97,625	25,59375	139916590	945,125	-25,4416138	-49,277208	5460
1816	0	0	33,2	1	600,375	10	38	2,25	92	97,625	25,59375	139916590	945,125	-25,4416139	-49,2772079	7597
1817	0	0	33,2	1	601	9	38	2,25	92	97,625	25,59375	139916590	945,125	-25,441614	-49,2772078	6091
1818	0	0	33,2	1	599,5	10	38	2,25	92	97,625	25,8125	139916590	945,25	-25,4416141	-49,2772072	5814
1819	0	0	33,2	1	600,75	9	38	2,25	92	97,625	25,8125	139916590	944,625	-25,4416141	-49,2772072	5460
1820	0	0	33,2	1	601,125	9	38	2,25	92	97,625	25,8125	139916590	944	-25,4416182	-49,2772022	7597
1821	0	0	33,2	1	599,75	10	38	2,25	92	97,625	25,8125	139916590	944	-25,4416182	-49,2772022	6091
1822	0	0	33,2	1	601,25	10	38	2,25	92	97,625	25,8125	139916590	943	-25,4416182	-49,2772022	5814
1823	0	0	33,2	1	598,75	10	39	2,3	92	97,625	25,8125	139916590	942,75	-25,4416219	-49,2771978	5473
1824	0	0	33,2	1	600,5	10	38	2,25	92	97,625	25,8125	139916590	942,75	-25,4416219	-49,2771978	7597
1825	0	0	34	1	598,625	10	39	2,3	92	97,625	25,90625	139916590	941,5	-25,4416219	-49,2771978	6091
1826	0	0	34,4	1	599,875	9	38	2,25	92	97,625	25,90625	139916590	941,5	-25,4416231	-49,2771967	5814
1827	0	0	0	1	589,25	12	40	2,35	92	97,5	25,90625	139916590	941,25	-25,4416239	-49,2771969	5460
1828	0	0	0	1	590,5	25	94	5,55	92	97,5	25,90625	139916590	941,5	-25,4416239	-49,2771969	7652
1829	0,8984375	0	0	1	601,125	23	93	5,5	91	97,5	26	139916590	941,5	-25,4416239	-49,2771976	6080
1830	1,3984375	0	0	1	601,5	23	92	5,45	91	97,5	26	139916590	941,375	-25,4416239	-49,2771976	5814
1831	2	0	0	1	601,875	23	90	5,3	91	97,5	26	139916590	941	-25,4416242	-49,2772021	5371
1832	2,3984375	0	0	1	601,375	22	89	5,25	91	97,34375	26	139916590	941	-25,4416242	-49,2772021	7653
1833	2,796875	0	0	1	601,375	22	88	5,2	91	97,34375	26	139916590	941	-25,4416246	-49,2772027	6094
1834	3	0	0	1	600,25	22	87	5,15	91	97,34375	26,21875	139916590	941,125	-25,4416259	-49,2772055	5858
1835	3	0	0	1	601,375	22	87	5,15	91	97,34375	26,21875	139916590	941,5	-25,4416287	-49,2772121	5346
1836	3,09765625	0	0	1	598,875	22	88	5,2	91	97,0625	26,21875	139916595	941,875	-25,4416338	-49,2772255	7663
1837	3,09765625	0	0	1	600,5	22	89	5,25	91	97,0625	26,21875	139916595	942,625	-25,4416365	-49,2772315	6086
1838	3,09765625	0	0	1	600,125	23	89	5,25	91	97,0625	26,21875	139916595	942,625	-25,4416365	-49,2772315	5791
1839	3,19921875	0	0	1	601,5	22	89	5,25	91	97,0625	26,21875	139916595	942,5	-25,4416481	-49,2772466	5422
1840	3,19921875	0	0	1	600,25	23	89	5,25	91	97,0625	26,21875	139916595	942,5	-25,4416481	-49,2772466	7697
1841	3,19921875	0	0	1	601	22	88	5,2	91	96,78125	26,21875	139916595	942,75	-25,4416575	-49,2772637	6070
1842	3,19921875	0	0	1	599,875	23	89	5,25	91	96,78125	26,21875	139916595	942,75	-25,4416575	-49,2772637	5771
1843	3,19921875	0	0	1	601	23	89	5,25	91	96,78125	26,21875	139916600	941,5	-25,441667	-49,2772805	5448
1844	3,09765625	0	0	1	599	23	90	5,3	91	96,78125	26,21875	139916600	941,25	-25,4416731	-49,2772884	7640
1845	2,8984375	0	0	1	599,125	23	90	5,3	91	96,78125	26,21875	139916600	941,5	-25,4416731	-49,2772884	6100
1846	3	13,2	0	1	598,625	23	91	5,4	91	96,78125	26,21875	139916600	941,125	-25,4416821	-49,2773037	5901
1847	2,8984375	29,2	0	1	599,375	23	92	5,45	91	96,78125	26,21875	139916605	941,125	-25,4416821	-49,2773037	5397
1848	3	42,4	0	1	697,375	30	134	7,95	91	96,5	26,21875	139916605	940,375	-25,4416898	-49,2773195	7653
1849	3,796875	48,4	0	1	821,5	34	194	11,5	91	96,5	26,21875	139916605	941	-25,4416898	-49,2773195	6087
1850	5,19921875	55,2	0	1	983,125	38	259	15,35	91	96,5	26,21875	139916605	941	-25,4416932	-49,2773275	5791
1851	6,796875	60,8	0	1	1070,5	42	309	18,3	91	96,5	26,21875	139916605	941,125	-25,4416982	-49,2773362	5269
1852	8,69921875	64,8	0	1	1189,5	45	370	21,95	91	96,25	26,21875	139916610	940,875	-25,4417043	-49,2773433	7808
1853	10,69921875	70,4	0	1	1285,875	52	441	26,15	91	96,25	26,21875	139916610	940,125	-25,4417195	-49,2773683	6067
1854	12,5	71,2	0	1	1366,25	50	473	28,05	91	96,25	26,21875	139916610	939,75	-25,4417195	-49,2773683	5899
1855	14,3984375	74	0	1	1447,75	52	518	30,75	91	96,25	26,21875	139916610	939,75	-25,4417268	-49,2773874	5218
1856	16,09765625	78	0	1	1536,875	57	600	35,6	90	96,25	26,3125	139916625	939,5	-25,4417268	-49,2773874	7697
1857	17,796875	78	102	1	1586,625	54	576	34,2	90	96,25	26,3125	139916625	939	-25,4417363	-49,2774138	6052
1858	19,296875	77,2	0	1	1106,75	46	374	22,2	90	96,25	26,3125	139916630	939	-25,4417483	-49,2774452	5944
1859	20,59765625	77,2	0	2	1045,875	79	597	35,4	90	96,25	26,3125	139916630	939,375	-25,4417483	-49,2774452	5371
1860	22,3984375	76,4	0	2	1135	73	582	34,55	90	95,96875	26,3125	139916630	938	-25,4418004	-49,2775626	7675
1861	24	80	0	2	1229	73	595	35,3	90	95,96875	26,3125	139916640	938	-25,4418545	-49,2776933	6098
1862	25,5	78,4	0	2	1295,75	69	610	36,2	90	95,96875	26,3125	139916640	938	-25,4418545	-49,2776933	5990
1863	26,796875	80	0	2	1253	51	466	27,65	90	95,96875	26,3125	139916655	938,625	-25,4419004	-49,2778179	5193
1864	27,59765625	80,8	0	3	1037,125	86	657	39	90	95,53125	26,3125	139916655	939,375	-25,4419004	-49,2778179	7820
1865	29,19921875	84,4	0	3	1089,25	94	715	42,45	90	95,53125	26,3125	139916670	939,5	-25,4419566	-49,2779404	6064
1866	30,59765625	83,2	0	3	1139,75	90	742	44,05	90	95,53125	26,3125	139916670	940	-25,4419566	-49,2779404	5835
1867	32	83,6	0	3	1195,5	87	743	44,1	90	95,53125	26,21875	139916695	940,25	-25,4419757	-49,278012	5257
1868	33,59765625	86,4	0	3	1249,125	93	824	48,9	90	95,53125	26,21875	139916695	940,25	-25,4420019	-49,278089	7663
1869	35,09765625	85,6	0	3	1308,125	88	819	48,6	90	95,53125	26,21875	139916715	939,5	-25,4420339	-49,2781581	6051
1870	36,5	84,8	0	3	1356	83	802	47,6	90	95,40625	26,21875	139916715	939,5	-25,4420339	-49,2781581	5837
1871	37,296875	86	0	3	1273,5	63	582	34,55	90	95,40625	26,21875	139916715	938,625	-25,4420648	-49,2782355	5282
1872	37,8984375	85,2	0	4	1035,5	94	726	43,1	90	95,40625	26	139916725	938,625	-25,4420978	-49,2783183	7664
1873	38,796875	85,2	0	4	1062,75	95	736	43,7	90	95,40625	26	139916725	938,625	-25,4420978	-49,2783183	6046
1874	39,796875	86,4	0	4	1094,25	95	747	44,35	90	95,40625	26	139916755	938,625	-25,442231	-49,2786894	6033
1875	40,69921875	87,6	0	4	1114,875	95	766	45,45	90	95,40625	26	139916755	939,75	-25,442231	-49,2786894	5155
1876	41,796875	86,8	0	4	1142,625	96	791	46,95	90	95,53125	26	139916775	938,875	-25,4423091	-49,2788908	7753
1877	42,796875	85,6	0	4	1168,5	95	803	47,65	91	95,53125	26	139916775	940	-25,4423546	-49,2789903	6071
1878	43,69921875	83,6	0	4	1196	88	755	44,8	91	95,53125	25,90625	139916810	939,5	-25,442393	-49,2790911	5968
1879	44,69921875	79,6	0	4	1225,375	95	815	48,35	91	95,53125	25,90625	139916810	939,5	-25,442393	-49,2790911	5696
1880	45,19921875	88	0	4	1236,125	93	811	48,15	91	95,53125	25,90625	139916810	939,75	-25,442472	-49,2793096	7774
1881	46,09765625	85,6	0	4	1261,625	91	809	48	91	95,53125	25,90625	139916835	939,75	-25,4425105	-49,2794189	6201
1882	46,296875	78,8	0	4	1259	72	635	37,7	91	95,6875	25,90625	139916835	941,625	-25,4425105	-49,2794189	5748
1883	46,796875	77,2	0	4	1283	70	569	33,75	91	95,6875	25,8125	139916860	941,625	-25,4425575	-49,2795113	5524
1884	46,8984375	29,6	0	4	1282,25	32	378	22,4	91	95,6875	25,8125	139916860	941	-25,4425575	-49,2795113	7285
1885	45,796875	0	0	4	1249,5	0	0	0	91	95,6875	25,8125	139916900	942	-25,4426265	-49,2796338	6194
1886	44,5	0	0	4	1216,375	0	0	0	91	95,6875	25,8125	139916900	942	-25,4426539	-49,2797545	6202
1887	43,296875	0	0	4	1182,375	0	0	0	91	95,6875	25,5	139916915	942,25	-25,4426539	-49,2797545	5843
1888	42,19921875	0	0	4	1152,875	0	0	0	91	96,09375	25,5	139916915	942,125	-25,4427763	-49,2801348	7504
1889	41	0	17,2	4	1122,875	0	0	0	92	96,09375	25,5	139916960	942,125	-25,4428433	-49,2803637	6096
1890	38,796875	0	102	4	991,75	0	0	0	92	96,09375	25,5	139916960	943,75	-25,4428854	-49,2804643	6257
1891	37,296875	61,2	102	3	1375,875	29	257	15,25	92	96,09375	25,5	139916960	943,75	-25,4428854	-49,2804643	5843
1892	37,796875	83,6	102	3	1406,625	71	643	38,15	92	96,09375	25,5	139916970	944	-25,4429692	-49,2806566	7329
1893	38,59765625	85,6	0	3	1175,5	57	489	29	92	96,375	25,5	139916970	944,875	-25,4430038	-49,2807399	6126
1894	39,3984375	85,2	102	4	1073,875	94	715	42,45	92	96,375	25,40625	139916990	945,375	-25,4430356	-49,2808341	6257
1895	40,296875	78	102	4	1099,125	86	730	43,3	92	96,375	25,40625	139916990	945,375	-25,4430356	-49,2808341	5843
1896	41,296875	78	102	4	1129,625	77	621	36,85	92	96,375	25,40625	139917025	946	-25,4430747	-49,2809361	7329
1897	42,19921875	78,4	0	4	1155,875	71	569	33,75	92	96,375	25,40625	139917025	945,875	-25,4431224	-49,2810257	6126
1898	43,19921875	73,2	0	4	1182	69	566	33,6	92	96,375	25,3125	139917050	945,625	-25,4431638	-49,2811225	6257
1899	42,796875	0	0	4	1167,125	0	0	0	92	96,78125	25,3125	139917050	946,125	-25,4432535	-49,2813378	5435
1900	42,09765625	0	0	4	1150,875	0	0	0	92	96,78125	25,3125	139917050	947,375	-25,4432535	-49,2813378	7619
1901	41,3984375	0	0	4	1133,625	0	0	0	92	96,78125	25,3125	139917060	947,875	-25,4433397	-49,2815465	6083
1902	41,296875	60,4	0	4	1129,375	39	277	16,4	92	96,78125	25,3125	139917060	947,75	-25,4433823	-49,2816466	5615
1903	41,8984375	65,2	0	4	1145,25	39	348	20,65	92	96,78125	25,3125	139917060	947,75	-25,4433823	-49,2816466	5397
1904	42,59765625	65,6	0	4	1169,25	48	395	23,45	92	97,21875	25,3125	139917105	947,5	-25,4434623	-49,2818602	7285
1905	43,296875	64,4	0	4	1183,25	40	327	19,4	92	97,21875	25,3125	139917105	947,5	-25,4434916	-49,2819681	6321
1906	43,8984375	45,2	102	4	1197	23	231	13,7	92	97,21875	25,09375	139917120	947,875	-25,4434916	-49,2819681	5369
1907	43,59765625	0	0	4	1189	0	0	0	93	97,21875	25,09375	139917120	947,375	-25,4435393	-49,2820755	5677
1908	44	75,6	102	4	1206,25	66	489	29	93	97,625	25,09375	139917155	946,75	-25,4436273	-49,2822863	7681
1909	45	85,6	102	4	1228,25	72	634	37,6	93	97,625	25,09375	139917155	946,75	-25,4436273	-49,2822863	5633
1910	46,3984375	100	0	4	1270,125	79	685	40,65	93	97,625	25,09375	139917180	946,25	-25,4437065	-49,2825203	6047
1911	47,69921875	71,2	0	4	1306,5	56	685	40,65	93	97,625	25,09375	139917180	946	-25,443785	-49,2827474	5282
1912	49	91,2	0	4	1341,25	66	628	37,25	93	97,625	25,09375	139917180	946	-25,443785	-49,2827474	7965
1913	50,09765625	83,6	102	4	1371,625	56	540	32,05	93	97,625	25,09375	139917205	946	-25,443785	-49,2827474	5990
1914	50,8984375	96,4	102	4	1393,375	46	449	26,65	93	97,625	25,09375	139917205	946,375	-25,443785	-49,2827474	5815
1915	51,3984375	89,6	0	4	1406,625	37	362	21,45	93	97,90625	25,3125	139917245	946,25	-25,4439215	-49,2831106	5613
1916	51,19921875	0	0	4	1385,375	0	59	3,5	93	97,90625	25,3125	139917245	947,25	-25,4439723	-49,2832473	7574
1917	51,09765625	0	0	4	1393,875	0	0	0	93	97,90625	25,3125	139917275	947	-25,4440251	-49,2833831	6125
1918	50,69921875	49,6	0	4	1385	18	158	9,35	93	97,90625	25,3125	139917275	948	-25,444057	-49,2833831	5901
1919	50,69921875	52,8	0	4	1386,5	21	183	10,85	93	98,03125	25,3125	139917315	948,125	-25,4441566	-49,2837697	5499
